pdf_filename,pdf_path,procedure_category,specific_procedure,confidence_score,task_id,task_category,task_subcategory,task_description,timing,frequency,duration,importance_level,prerequisites,contraindications,warning_signs,special_equipment,provider_contact,follow_up_required,notes,is_new_category
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_6,Pain Management,,Rest and sleep are essential for healing.,,,,medium,,,,,,False,pattern,False
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_7,Pet Care,,You must keep your pet from licking the incision or the surgical glue.,,,,high,,,,,,False,pattern,True
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_8,Hygiene,,"Keep your pet in a clean environment that is quiet, warm, and dry.",,,,medium,,,,,,False,pattern,False
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_9,Pet Care,,Keep your pets indoors for the next 7 days  Restrict your pet’s activity.,,,,medium,,,,,,False,pattern,True
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_10,Pet Care,,Check your pet’s incision daily.,,,,medium,,,,,,False,pattern,True
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_11,Pet Care,,Do not allow your pet to lick the incision site.,,,,medium,,,,,,False,pattern,True
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_12,Hygiene,,Do not wash or clean the incision.,,,,medium,,,,,,False,pattern,False
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_13,Hygiene,,Do not bathe or get your pet wet for 7 days.,,,for 7 days,medium,,,,,,False,pattern,False
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_14,Uncategorized,,Keep males and females separated .,,,,medium,,,,,,False,pattern,False
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_15,Pet Care,,Do not give medicine on an empty stomach o Do not give any other medication without consulting your veterinarian Males  Your pet was neutered today.,,,,medium,,,,,,False,pattern,True
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_16,Hygiene,,Do not bathe or get your cat wet for the next 7 days  There are no sutures with male cats o The incision is left open to drain.,,,,medium,,,,,,False,pattern,False
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_17,Pet Care,,"When pets are too active after surgery, swellings occur.",,,,medium,,,,,,False,pattern,True
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_18,Pet Care,,Do not be concerned if your pet does not want to eat right away.,,,,medium,,,,,,False,pattern,True
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_19,Uncategorized,,No running or jumping for 7-10 days.,,,,medium,,,,,,False,pattern,False
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_20,Activity Restrictions,,No excessive activity or playing.,,,,medium,,,,,,False,pattern,False
[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,agent_output/organized_pdfs/Uncategorized/[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020.pdf,Uncategorized,Uncategorized,0.84,[84%] SAFE-Care-Spay-Neuter-Post-Operative-Care-Instructions-2020_21,Pet Care,,Walk dogs only on a leash.,,,,medium,,,,,,False,pattern,True
[70%] Osuch-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[70%] Osuch-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.7,[70%] Osuch-ACL-Rehab-Protocol_1,Pet Care,,"Continue quad sets •Begin Straight Leg Raises (SLRs) with the brace locked out straight, 20 repetitions, 3times daily Post -operative Instructions for ACL Reconstruction (continued) Dr.",,,,medium,,,,brace,,False,pattern,True
[70%] Osuch-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[70%] Osuch-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.7,[70%] Osuch-ACL-Rehab-Protocol_2,Wound Care,,You may place band -aids over the small wounds .,,,,low,,,,,,False,pattern,False
[70%] Osuch-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[70%] Osuch-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.7,[70%] Osuch-ACL-Rehab-Protocol_3,Medication Management,,Take as prescribed •Avoid taking any anti -inflammatories including Ibuprofen (Motrin and Advil) or Aleve (Naproxen) until cleared by your surgeon.,,,,medium,,,,,,False,pattern,False
[70%] Osuch-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[70%] Osuch-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.7,[70%] Osuch-ACL-Rehab-Protocol_4,Medication Management,,"You may take Tylenol as needed for pain - use as directed, do not take greater than 4 grams of Tylenol per day.",,,,low,,,,,,False,pattern,False
[70%] Osuch-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[70%] Osuch-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.7,[70%] Osuch-ACL-Rehab-Protocol_5,Pet Care,,Do not operate machinery ordrive while taking this medication.,,,,medium,,,,,,False,pattern,True
[70%] Osuch-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[70%] Osuch-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.7,[70%] Osuch-ACL-Rehab-Protocol_6,Medication Management,,You may have been given a prescription for an anti -nausea medication.,,,,low,,,,,,False,pattern,False
[70%] Osuch-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[70%] Osuch-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.7,[70%] Osuch-ACL-Rehab-Protocol_7,Medication Management,,Take as directed for any nausea associated with the pain medication.,,,,medium,,,,,,False,pattern,False
[70%] Osuch-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[70%] Osuch-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.7,[70%] Osuch-ACL-Rehab-Protocol_8,Follow-up Care,,"Return Visit •If you do not already have a scheduled post -operative visit, please call for an appointment on the next business day.",,,,medium,,,,,,True,pattern,False
[70%] Osuch-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[70%] Osuch-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.7,[70%] Osuch-ACL-Rehab-Protocol_9,Wound Care,,After 2 days you may remove the bandages and dressings ( not the white steri -strips ) •Leave the white steri -strips on the skin until they fall off on their own.,After 2 days,,,low,,,,,,False,pattern,False
[70%] Osuch-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[70%] Osuch-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.7,[70%] Osuch-ACL-Rehab-Protocol_10,Hygiene,,"No baths, pools, or hot tubs until told.",,,,medium,,,,,,False,pattern,False
[70%] Osuch-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[70%] Osuch-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.7,[70%] Osuch-ACL-Rehab-Protocol_11,Medication Management,,Avoid taking any anti -inflammatories including Ibuprofen (Motrin and Advil) or Aleve (Naproxen) until cleared by your surgeon.,,,,medium,,,,,,False,pattern,False
[70%] Osuch-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[70%] Osuch-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.7,[70%] Osuch-ACL-Rehab-Protocol_12,Insurance,,Exercise •Perform straight leg raise exercises 20 times three times a day.,,,,medium,,,,,,False,pattern,True
[72%] Shah-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[72%] Shah-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.72,[72%] Shah-ACL-Rehab-Protocol_1,Pet Care,,"Start quad sets: hold for 6 seconds, 30 repetitions, 4 times daily D ressing Care •Do NOT get the bandage wet.",,,,medium,,,,,,False,pattern,True
[72%] Shah-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[72%] Shah-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.72,[72%] Shah-ACL-Rehab-Protocol_2,Wound Care,,Remove the bandages and dressings ( not the white steri -strips ) after 48 hours •Leave the white steri -strips on the skin until they fall off on their own.,after 48 hours,,,medium,,,,,,False,pattern,False
[72%] Shah-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[72%] Shah-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.72,[72%] Shah-ACL-Rehab-Protocol_3,Wound Care,,You may place band- aids over the small wounds.,,,,low,,,,,,False,pattern,False
[72%] Shah-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[72%] Shah-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.72,[72%] Shah-ACL-Rehab-Protocol_4,Wound Care,,"You may notice some drainage from the wound, this is normal.",,,,low,,,,,,False,pattern,False
[72%] Shah-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[72%] Shah-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.72,[72%] Shah-ACL-Rehab-Protocol_5,Pet Care,,Do not operate machinery or drive while taking this medication.,,,,medium,,,,,,False,pattern,True
[72%] Shah-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[72%] Shah-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.72,[72%] Shah-ACL-Rehab-Protocol_6,Pet Care,,You may have been given an anti- inflammatory medication.,,,,low,,,,,,False,pattern,True
[72%] Shah-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[72%] Shah-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.72,[72%] Shah-ACL-Rehab-Protocol_7,Medication Management,,You may have been given a prescription for an anti- nausea medication.,,,,low,,,,,,False,pattern,False
[72%] Shah-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[72%] Shah-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.72,[72%] Shah-ACL-Rehab-Protocol_8,Medication Management,,Take as directed for any nausea associated with the pain medication.,,,,medium,,,,,,False,pattern,False
[72%] Shah-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[72%] Shah-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.72,[72%] Shah-ACL-Rehab-Protocol_9,Pet Care,,Take your medications as prescribed.,,,,medium,,,,,,False,pattern,True
[72%] Shah-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[72%] Shah-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.72,[72%] Shah-ACL-Rehab-Protocol_10,Hygiene,,"No baths, pools, or hot tubs until told.",,,,medium,,,,,,False,pattern,False
[72%] Shah-ACL-Rehab-Protocol.pdf,agent_output/organized_pdfs/Uncategorized/[72%] Shah-ACL-Rehab-Protocol.pdf,Uncategorized,Uncategorized,0.72,[72%] Shah-ACL-Rehab-Protocol_11,Pet Care,,"Use ice pack or cryotherapy system -Start quad sets: hold for 6 seconds, 30 repetitions, 4 times daily D ressing Care •Do NOT get the bandage wet.",,,,medium,,,,,,False,pattern,True
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_1,Uncategorized,,"Change ""drip pad"" gauze under your nose as needed.",,,,medium,,,,,,False,pattern,False
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_2,Wound Care,,Do not make these bandages t ight.,,,,medium,,,,,,False,pattern,False
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_3,Hygiene,,You may gently cleanse face around splint.,,,,low,,,,splint,,False,pattern,False
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_4,Wound Care,,Do not submerge incisions under water until completely healed without scabs (approx.,,,,medium,,,,,,False,pattern,False
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_5,Sleep Positioning,,You must change your position or get up and move around every 2 hours to reduce the dangers of blood clots.,,every 2 hours,,high,,,,,,False,pattern,False
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_6,Activity Restrictions,,"Avoid bending over to pick things up from the floor for one week, bend at the knees.",,,,medium,,,,,,False,pattern,False
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_7,Follow-up Care,,You can expect: You will be seen for your first post op visit 1 week after your surgery.,,,,medium,,,,,,True,pattern,False
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_8,Medication Management,,Call the office if you experience: -Severe pain not responding to pain medications.,,,,medium,,,,,,False,pattern,False
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_9,Uncategorized,,Call if you have any questions at (775) 284 -2020.,,,,medium,,,,,,False,pattern,False
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_10,Medication Management,,"After 5 days, you may switch to Tylenol and after 2 weeks you may use ibuprofen.",After 5 days,,,low,,,,,,False,pattern,False
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_11,Hygiene,,When washing hair be sure to let wash and soap run back away from splint.,,,,medium,,,,splint,,False,pattern,False
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_12,Sleep Positioning,,When sleeping and resting stay on your back and keep your head elevated about 45 degrees and place a pillow under your knees for the first week.,,,,medium,,,,,,False,pattern,False
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_13,Medication Management,,No alcohol for 1 week after surgery or while on pain medications.,,,for 1 week,medium,,,,,,False,pattern,False
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_14,Smoking,,No smoking for a minimum of 3 weeks following surgery.,,,,medium,,,,,,False,pattern,True
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_15,Diet & Nutrition,,Drink plenty of fluids to help rid your body of the anesthetics Medications: Be sure to take your medications as prescribed.,,,,medium,,,,,,False,pattern,False
[88%] Rhinoplasty-Post-op-Instructions.pdf,agent_output/organized_pdfs/Uncategorized/[88%] Rhinoplasty-Post-op-Instructions.pdf,Uncategorized,Uncategorized,0.88,[88%] Rhinoplasty-Post-op-Instructions_16,Hearing,,Diet: Clear liquids or a soft bland diet is recommended the first night home(i.,,,,medium,,,,,,False,pattern,True
[76%] POSTOPERATIVE-CAROTID-ENDARTERECTOMY-INSTRUCTIONS.pdf,agent_output/organized_pdfs/Uncategorized/[76%] POSTOPERATIVE-CAROTID-ENDARTERECTOMY-INSTRUCTIONS.pdf,Uncategorized,Uncategorized,0.76,[76%] POSTOPERATIVE-CAROTID-ENDARTERECTOMY-INSTRUCTIONS_1,Travel,,You may remove outer dressing two days following surgery o You may have sterl -strips covering your 1nc1slon.,,,,low,,,,,,False,pattern,True
[76%] POSTOPERATIVE-CAROTID-ENDARTERECTOMY-INSTRUCTIONS.pdf,agent_output/organized_pdfs/Uncategorized/[76%] POSTOPERATIVE-CAROTID-ENDARTERECTOMY-INSTRUCTIONS.pdf,Uncategorized,Uncategorized,0.76,[76%] POSTOPERATIVE-CAROTID-ENDARTERECTOMY-INSTRUCTIONS_2,Hygiene,,You may shower two days after your su rgery.,,,,low,,,,,,False,pattern,False
[76%] POSTOPERATIVE-CAROTID-ENDARTERECTOMY-INSTRUCTIONS.pdf,agent_output/organized_pdfs/Uncategorized/[76%] POSTOPERATIVE-CAROTID-ENDARTERECTOMY-INSTRUCTIONS.pdf,Uncategorized,Uncategorized,0.76,[76%] POSTOPERATIVE-CAROTID-ENDARTERECTOMY-INSTRUCTIONS_3,Activity Restrictions,,Avoid heavy lifting or strenuous activity until you return for your post -operative appointment.,,,,medium,,,,,,True,pattern,False
